anonymous_id,BICF2G630691191,BICF2G630691207,BICF2G630691220,BICF2G630691225,BICF2G630691232,BICF2G630691235,BICF2G630691255,BICF2G630691280,BICF2G630691318,BICF2G630691338,BICF2G630691371,BICF2G630691373,BICF2G630691391,BICF2G630691407,BICF2G630691412,BICF2G630691442_dup,BICF2G630691458_dup,BICF2G630691475_dup,BICF2G630691497_dup,BICF2G630691508_dup,BICF2G630691514_dup,BICF2G630691519_dup,BICF2S22920989_dup,BICF2G630691523,BICF2G630691548,BICF2G630691563,BICF2G630691586,BICF2G630691635,BICF2G630691654,BICF2G630691658,BICF2G630691664,BICF2G630691666,BICF2G630691701,BICF2G630691707,BICF2G630691725,BICF2P253221,BICF2P499704,BICF2P54504,BICF2P54505,BICF2P660085,BICF2P844269,BICF2P919478,BICF2S23028732,chr18_44659214,chr18_44659335,chr18_44713998,chr18_44727333,chr18_44986425,chr18_44986939,chr18_44987913
0049,0.0823,0.0146,0.0656,-0.0731,-0.1646,0.1659,-0.3067,0.3456,0.0698,-0.0135,-0.2203,0.2412,-0.2814,0.1322,-0.4336,-0.0031,0.1568,0.0529,0.0943,-0.1952,0.1974,-0.2568,0.1839,-0.0289,-0.2799,0.372,-0.5367,-0.2469,-0.0801,-0.9127,-0.0463,0.2701,-0.6222,-0.0971,-0.0261,0.0427,-0.1001,0.057,0.2235,-0.1721,-0.0461,-0.2853,0.0167,0.1264,-0.3629,0.0095,-0.0265,0.1458,-0.1755,0.1709
0050,-0.0277,-0.4867,-0.0929,0.0066,0.0475,0.0665,-0.1764,0.2064,0.0184,-0.0047,-0.2122,-0.0069,0.05,0.0227,-0.2108,-0.1397,-0.0655,-0.057,0.0113,-0.0391,-0.1616,-0.1201,0.0762,0.0726,0.0451,0.0964,-0.5525,-0.3112,0.0947,-0.0467,-0.3122,0.1529,-0.1332,-0.026,-0.0263,-0.0616,-0.4879,0.014,0.2069,-0.2865,0.1114,-0.1766,-0.0115,0.0396,-0.2845,-0.0151,-0.0416,0.0245,-0.316,0.0077
0051,0.1432,0.0804,0.0359,-0.1263,-0.1291,-0.0368,-0.232,0.3914,-0.0684,0.1281,0.1055,0.099,0.043,0.0811,-0.1462,0.0629,0.1576,0.2857,0.1164,0.0025,0.3273,-0.0636,0.3723,0.117,-0.0482,0.4097,-0.1698,-0.2476,-0.2771,0.1932,0.3247,0.2007,0.0987,0.0268,-0.2286,-0.0277,-0.0461,0.023,0.1272,-0.2289,0.0174,0.0591,0.1686,0.3025,0.0043,0.0122,-0.108,-0.0368,-0.0149,0.0553
0052,0.2274,0.1423,0.1173,-0.0097,0.0792,0.1544,-0.0728,0.3212,0.1146,-0.0343,-0.2167,0.1837,-0.2289,0.1746,-0.3319,0.0393,0.0659,0.2672,0.0524,0.0984,0.1056,-0.3477,-0.0195,-0.1284,-0.3311,0.0354,-0.1128,-0.3839,-0.0691,-0.3796,-0.0521,0.1443,-0.551,0.0974,-0.1112,0.2091,-0.0492,0.2782,0.2326,0.1339,0.1375,0.1348,-0.0808,-0.0632,-0.1661,-0.0447,0.0206,0.1916,-0.28,0.2011
0053,0.2355,0.1621,0.0759,0.0552,0.1022,0.0921,0.0325,0.4561,-0.0366,-0.0393,-0.0687,-0.0712,-0.2005,-0.0174,-0.312,0.0042,0.1041,0.225,0.0171,-0.0433,0.1544,-0.4086,0.2942,-0.1414,-0.2195,0.1846,-0.529,-0.221,-0.1658,-0.0347,-0.2425,0.1121,-0.3688,-0.201,-0.1424,0.175,-0.2718,0.0446,0.1461,0.0203,-0.097,-0.1672,-0.1734,-0.0035,-0.1245,-0.0951,-0.1154,0.0148,0.0181,0.0633
0054,0.1492,0.1417,0.0418,-0.0069,0.0769,0.1577,-0.1182,0.5557,0.0609,-0.0307,-0.0489,0.1681,-0.0494,-0.0386,-0.4734,0.0782,0.0155,0.2636,-0.014,-0.0406,0.1342,-0.495,-0.0037,-0.106,-0.3297,0.3787,-0.2511,-0.1903,-0.1192,0.0523,-0.0734,0.2003,-0.4605,-0.0574,-0.0402,0.0417,-0.1586,0.223,0.2347,0.0557,-0.0623,-0.0678,-0.1212,0.0552,0.0096,0.0603,-0.0482,0.0574,-0.2354,0.1788
0055,0.16,0.1453,0.1801,0.1596,0.0463,0.0877,-0.0147,0.336,-0.0942,-0.1743,-0.1015,-0.0849,-0.3796,-0.1053,-0.1129,-0.1197,-0.0011,-0.0807,0.1672,-0.0524,-0.0895,-0.3038,0.0811,-0.0963,-0.1301,-0.0409,-0.3596,-0.3093,-0.2911,-0.6238,0.0268,0.133,-0.3756,-0.2347,-0.0748,0.1201,-0.0499,0.0501,0.16,-0.0268,-0.1602,0.0665,-0.0659,-0.0066,-0.1528,-0.1248,-0.0336,0.0129,0.0043,0.0984
0056,0.1495,-0.3485,0.1147,-0.0424,0.1712,0.066,-0.0461,0.2926,0.0294,-0.0385,-0.0383,0.0367,-0.2528,-0.0478,-0.1764,-0.0228,-0.0264,-0.1069,0.1329,-0.0094,0.0482,-0.228,0.2498,-0.0882,-0.1301,0.0134,-0.518,-0.1433,-0.2021,-0.4534,-0.0563,0.0867,-0.2935,0.0301,-0.0821,0.1652,-0.1127,0.0868,0.1786,-0.1202,0.1103,0.0308,-0.1102,0.0028,-0.1717,-0.0578,0.0319,0.1048,-0.1321,0.1549
0057,-0.0722,-0.0507,-0.0799,-0.0218,-0.0326,-0.0098,-0.1326,0.0747,-0.1076,-0.0383,-0.0872,0.1442,-0.0841,0.0295,-0.1413,-0.021,0.023,0.1134,0.0916,0.0118,0.1321,0.0695,0.1084,0.018,0.0573,-0.008,-0.0989,-0.0404,0.1563,0.0493,0.3112,0.1461,-0.3129,-0.0657,0.0102,-0.0331,-0.1183,-0.0643,0.1145,0.0273,-0.0239,0.1217,-0.0223,0.0302,-0.0439,-0.0675,-0.0337,0.0096,0.0333,0.0378
0058,0.3783,0.0554,-0.0305,-0.1665,-0.2249,0.1865,-0.2661,0.3085,0.1809,0.329,0.2133,0.2545,0.3647,0.2324,-0.2783,0.104,0.3215,0.4802,0.1445,0.3727,0.4318,-0.3366,0.0096,0.1615,-0.1863,0.5544,-0.1954,0.0437,0.0861,0.3871,0.0859,0.2649,-0.4115,0.2376,-0.0464,0.1504,0.0666,0.2556,0.2233,0.2846,-0.0062,-0.1888,0.175,0.301,0.1597,0.042,0.1224,0.1972,-0.2411,0.1907
0059,0.0199,-0.0271,0.0465,-0.0755,0.0059,0.1942,-0.301,0.271,0.1143,0.1937,-0.0233,0.2212,0.0293,0.2219,-0.4323,-0.0588,0.016,0.192,0.0523,0.2252,0.1079,-0.2812,-0.1977,0.1597,-0.215,0.2178,-0.2976,-0.0997,0.0791,-0.0124,-0.2396,0.2406,-0.3345,0.1171,0.015,-0.0927,-0.0115,0.1794,0.164,0.0491,-0.0242,-0.138,0.1859,0.1993,0.0193,0.0391,0.1208,0.1148,-0.3262,0.0602
0060,-0.1714,0.0296,-0.0372,-0.0299,0.1071,0.0214,-0.0635,0.1286,-0.0363,0.0278,-0.015,0.2398,0.0215,0.0157,-0.3044,-0.1325,0.1137,0.3635,0.0931,-0.0016,0.3329,0.1484,0.1325,0.0619,-0.156,0.1834,-0.0536,0.1262,-0.1309,-0.0826,0.3999,0.1264,-0.3212,0.0159,-0.1676,-0.1315,0.1791,-0.0344,0.0398,0.0061,-0.0939,0.2089,0.0511,0.1439,0.1236,-0.1795,0.0264,-0.0917,-0.1543,0.0149
0061,0.4382,0.0309,-0.258,-0.2462,0.0653,0.2046,-0.2907,0.0374,0.2003,0.4641,0.3075,0.4545,0.6337,0.404,-0.4735,0.3947,0.4303,0.5486,0.5504,0.4418,0.9345,-0.0904,0.2509,0.2444,-0.293,0.4649,-0.2787,0.2463,-0.0184,0.1571,0.4405,0.2542,-0.1141,0.4951,0.0589,0.0231,0.7979,0.4218,0.1188,0.686,0.127,-0.0351,0.2494,0.2053,0.2625,0.0341,0.1391,0.1349,-0.4003,0.2002
0062,0.015,-0.0411,-0.0759,-0.1317,0.0423,0.0868,-0.1953,-0.2977,0.0095,0.1418,-0.3177,0.0701,-0.0123,0.1841,-0.2471,-0.1312,-0.1168,-0.4175,0.0806,0.0349,-0.3083,-0.3529,-0.2172,0.0919,-0.0907,-0.4706,-0.7882,-0.1273,0.021,-0.5841,-0.5198,0.0096,-0.2655,0.0305,0.0473,0.0207,-0.1614,-0.0346,0.1782,0.2105,-0.0574,0.0209,-0.2257,-0.0286,-0.0462,-0.0538,0.1092,0.1016,-0.4281,-0.0997
0063,0.0065,-0.0249,-0.1263,-0.1242,-0.0474,0.0221,-0.0934,0.015,-0.0354,0.058,-0.1492,0.0026,-0.0664,0.0602,-0.0996,-0.0696,0.1595,0.0277,0.1067,0.0338,0.2059,-0.0969,-0.0217,-0.0118,0.0196,-0.0242,-0.5013,-0.0358,-0.0407,-0.1709,-0.0735,0.0125,-0.2711,0.1068,-0.1148,0.0221,-0.1034,-0.035,0.0602,-0.0177,-0.0562,-0.0183,-0.0161,-0.0185,0.0545,-0.0884,-0.0269,-0.0031,-0.1031,-0.0671
0064,0.2333,0.0695,-0.0516,-0.0712,-0.0478,0.0993,-0.151,0.1942,-0.1005,0.0683,-0.27,0.0476,-0.0325,0.054,-0.4355,0.0213,0.0197,-0.1225,0.1465,-0.102,-0.1504,-0.5036,-0.1777,-0.0473,-0.4743,-0.2049,-0.447,-0.5454,-0.266,-0.2146,-0.1376,-0.1352,-0.7979,-0.1277,-0.1516,-0.0726,-0.1214,0.0242,0.1731,-0.1021,-0.0659,0.1344,-0.2981,-0.2926,-0.2033,-0.2017,-0.0218,0.0975,-0.11,0.0856
0065,-0.0647,-0.041,-0.0602,-0.4963,0.0689,0.0831,-0.4294,-0.1157,0.0133,0.2522,-0.1823,0.1264,0.3281,0.2788,-0.0229,0.3532,0.4737,0.2188,0.55,0.6187,0.4178,0.3889,0.6095,0.1655,-0.1969,0.3241,-0.3801,0.023,-0.1334,0.1596,0.1104,0.1542,-0.5244,0.4424,-0.0376,0.0398,0.0315,-0.0875,0.0751,-0.004,0.0633,-0.0622,0.3352,0.2676,0.1903,0.1171,0.2489,0.1246,0.0417,0.0399
0066,0.1464,-0.0083,-0.0506,-0.1212,0.1128,0.1066,-0.1208,0.0924,0.0423,0.1099,0.1413,0.1793,0.1932,0.26,-0.086,0.1153,0.3993,-0.044,0.1762,0.1359,0.1728,-0.0903,0.1475,0.2678,-0.0156,0.1719,-0.1045,-0.0293,0.0464,0.3227,0.1181,0.2169,-0.0504,0.2202,-0.0328,-0.1135,-0.0695,0.0744,0.1524,0.1203,-0.0051,0.0282,-0.012,0.2236,0.2363,0.0496,0.2082,0.0489,-0.1663,0.0028
0067,-0.1131,-0.0484,-0.113,-0.2479,0.1061,0.0495,-0.1702,-0.0427,-0.055,0.1254,-0.0425,0.2223,0.0342,0.0608,-0.1289,-0.0513,-0.0493,-0.4629,0.0551,0.0544,-0.1943,0.0224,-0.1063,0.1788,0.0138,-0.2997,0.283,-0.1768,-0.0314,-0.0754,0.636,0.1052,-0.4054,0.0834,-0.0189,-0.1006,-0.0466,-0.0028,0.0504,-0.1356,0.0706,0.3564,-0.0726,0.1535,-0.0299,-0.0462,0.1883,-0.0471,-0.1781,-0.0526
0068,0.0249,-0.0485,-0.2008,-0.19,-0.1045,0.0631,-0.2083,0.3006,-0.1612,0.1115,-0.1044,-0.0152,0.1803,0.0672,-0.116,0.0942,0.1037,-0.2204,0.1637,-0.0272,0.2147,-0.1274,-0.025,-0.0157,-0.1286,0.1159,-0.2161,-0.0581,-0.0134,-0.1244,0.278,0.0633,0.0437,0.074,-0.1084,-0.1469,-0.0444,-0.0192,0.0803,0.0248,-0.0699,0.1241,-0.0016,0.1087,0.1982,0.0006,0.0708,-0.028,-0.1246,-0.029
0069,-0.0472,-0.0598,0.0783,-0.0757,-0.014,-0.0937,-0.0948,0.0967,-0.2049,0.1477,0.0479,0.1719,0.1263,0.1478,-0.1705,-0.0122,0.0553,-0.4255,0.2391,-0.0213,0.1722,0.0895,0.3272,0.1118,-0.0602,0.1082,0.1662,0.0765,-0.0355,0.3087,0.4606,0.0398,-0.2698,0.0424,-0.0837,-0.1895,0.0558,0.0584,0.1103,0.1961,0.0244,0.3168,-0.0788,0.0606,0.1663,0.0108,-0.0022,-0.0191,-0.0645,0.0428
0070,0.1806,0.0593,-0.0148,-0.0263,-0.153,0.0726,-0.1657,0.5585,0.0418,0.1564,0.0362,0.117,0.1191,0.1164,-0.145,0.1528,0.3453,0.2582,0.4276,0.1609,0.5596,-0.2331,0.235,0.1265,-0.0135,0.5119,-0.1297,-0.0015,0.0395,0.6321,0.4782,0.0832,-0.2439,0.2207,-0.1101,0.1254,0.1173,0.0981,0.0114,0.2817,0.0881,0.146,0.1473,0.2498,0.2527,-0.0623,-0.0395,-0.0297,-0.1869,0.0016
0071,0.2135,-0.1498,-0.0418,-0.2706,0.1235,0.3753,-0.1668,0.5299,0.3721,0.3048,0.19,0.3423,-0.3698,0.0643,-0.4823,0.0691,0.1126,0.4009,0.1048,0.2513,0.2824,-0.6692,-0.1923,-0.0096,-0.4813,0.4342,0.0698,-0.2462,-0.0539,-0.2641,0.241,0.1791,-1.1818,0.1181,0.1534,-0.9036,0.1882,0.276,0.369,0.3553,-0.1646,-0.339,0.2415,0.0684,-0.1453,-0.0276,0.1445,0.2637,-0.5164,0.3077
0072,-0.2013,-0.4349,-0.1395,0.0401,0.1156,0.0133,-0.168,0.0585,-0.2287,-0.0813,-0.0725,0.0438,-0.1199,-0.1882,-0.0681,-0.1253,-0.0396,-0.1758,0.1211,-0.0872,0.1031,-0.111,0.0698,0.0846,0.043,0.058,0.0548,-0.1058,0.0882,-0.1107,0.436,0.049,-0.147,-0.0226,-0.1185,-0.0033,-0.1013,-0.1943,-0.0509,-0.0627,-0.0495,0.0608,-0.028,0.0188,-0.1343,0.025,-0.1014,-0.0576,-0.0561,-0.035
0073,0.3283,0.084,-0.1388,-0.0697,-0.0226,0.171,-0.2988,0.5238,0.083,0.2964,0.2196,0.198,0.3389,0.1167,-0.2969,0.1296,0.4324,0.2634,0.2613,0.3178,0.7277,-0.1179,0.4181,0.327,-0.1357,0.6965,-0.0323,0.1636,0.1074,0.3282,0.7073,0.2138,0.0663,0.3204,-0.1992,0.1656,0.2211,0.1303,0.1072,0.3579,0.0785,0.0128,0.2813,0.1067,0.1744,0.0234,-0.1257,0.0596,-0.1348,0.2671
0074,0.0879,0.0036,0.0294,-0.225,-0.0674,0.1621,-0.5354,-0.1547,0.1307,0.2308,-0.0113,0.1678,0.0569,0.1408,-0.13,-0.2015,0.071,-0.1066,0.1698,0.2374,-0.0106,-0.4167,0.0809,0.2674,-0.3733,0.3582,-0.3806,-0.1676,0.0672,-0.0378,0.1853,0.3312,-0.6524,0.4073,-0.1141,-0.0166,-0.0383,0.2679,0.1291,0.0247,0.0299,-0.0745,0.1623,0.3111,0.0049,-0.1281,0.125,0.0349,-0.6323,0.0876
0075,0.6988,0.0201,-0.1986,-0.2159,-0.491,0.3903,-0.3195,0.2718,0.1709,0.366,0.2516,0.4431,0.4329,0.4132,-0.5999,0.2336,0.2787,0.1058,0.3634,0.5057,0.3922,-0.4724,0.0321,0.1899,-0.4351,0.4045,-0.0027,-0.043,0.1213,0.5809,0.1742,0.0821,-0.7749,0.3989,0.1486,0.2646,0.2182,0.537,0.2767,0.498,0.0342,-0.1114,0.126,0.2923,0.3182,0.1228,0.23,0.1982,-0.5068,0.205
0076,-0.0865,0.0046,-0.1452,-0.0503,0.1864,0.0531,-0.1627,0.1142,-0.1518,0.0723,0.0321,-0.2312,-0.284,0.0949,0.0029,-0.2251,-0.0366,-0.6527,0.0164,0.0362,-0.1785,-0.0642,-0.1602,0.0447,-0.0018,-0.0598,-0.2319,-0.1487,0.0147,-0.0997,0.0012,-0.0115,-0.2099,-0.0487,-0.0218,0.0033,-0.408,-0.0615,0.1043,-0.0863,-0.0226,-0.0249,-0.0646,0.067,-0.1536,-0.0048,0.053,0.0537,-0.2251,-0.0808
0077,0.1984,-0.0357,-0.0794,-0.0176,-0.0229,0.2691,-0.156,0.4933,0.245,-0.068,-0.1429,0.2153,-0.5678,0.0517,-0.7029,0.0362,-0.2246,0.1754,0.1867,-0.0426,0.0237,-0.3851,-0.202,-0.1721,-0.2996,0.1077,-0.0402,-0.3896,-0.2296,-0.4693,-0.041,0.0159,-0.877,-0.1487,0.0851,0.0473,-0.1182,0.318,0.2264,0.0868,-0.0759,-0.3604,-0.0429,-0.1218,-0.5808,-0.0336,-0.1543,0.307,-0.3915,0.2469
0078,0.1902,-0.0418,0.012,-0.027,0.0683,0.057,-0.0306,-0.0355,0.0396,0.145,0.0805,0.2051,0.1321,0.0752,-0.1968,0.0328,0.1434,0.3847,0.2087,0.1079,0.4442,0.2221,0.0699,0.0748,-0.09,0.215,0.3133,0.121,0.0029,0.2618,0.6166,0.0145,-0.1154,0.0637,-0.0568,0.1017,0.2907,0.0024,0.0678,0.3954,0.0579,0.264,0.0177,0.1422,0.1145,0.0305,0.0025,-0.0123,-0.1056,0.0051
0079,-0.0921,-0.0317,0.0878,-0.0047,0.0198,0.043,-0.1121,0.0298,-0.1852,0.1319,-0.0733,0.0562,0.2292,0.0492,-0.2937,-0.0351,0.0655,0.1491,0.0856,0.0567,0.1059,-0.1232,0.138,0.0439,-0.1362,0.0869,-0.0209,-0.0498,0.1249,-0.0777,-0.0162,0.0729,-0.2553,-0.1369,0.0497,-0.0422,0.0025,0.0858,0.0037,0.1724,-0.0029,-0.008,-0.0771,0.1363,0.1097,-0.1508,-0.0021,-0.0026,-0.1629,-0.0164
0080,-0.239,-0.0758,-0.023,-0.1331,-0.0944,0.0073,-0.0949,0.0852,-0.4041,0.0374,-0.1711,0.0594,0.0375,-0.0187,-0.2988,-0.0001,-0.09,0.1373,-0.1533,-0.061,-0.0734,-0.3231,-0.0683,0.0208,-0.192,-0.0598,-0.1483,-0.1096,0.0743,-0.2589,-0.1102,-0.0326,-0.2562,-0.0997,0.0613,-0.1971,-0.0279,-0.03,-0.0039,-0.18,-0.0378,-0.0217,-0.1061,0.0439,-0.0289,-0.1725,-0.141,0.0024,-0.1242,-0.0448
0081,0.4268,0.0965,0.069,-0.4602,0.1482,0.3987,-0.295,0.2038,0.0955,0.4873,0.1815,0.6475,0.9955,0.3751,-0.6907,0.4841,0.3267,0.8806,0.6168,0.691,1.1479,-0.1427,0.2097,0.3631,-0.548,0.7492,0.4035,0.2713,-0.0025,0.3768,0.3314,0.3101,-0.7413,0.3556,0.2271,0.0187,0.6831,0.2788,0.2112,0.8121,0.1678,-0.2246,0.0702,0.3642,0.4809,0.092,0.2102,0.1057,-0.4875,0.3465
0082,0.0923,-0.0329,0.0425,-0.0351,0.1376,0.1598,0.068,0.1668,-0.1279,0.1404,0.1202,0.1484,0.0378,0.1784,-0.2645,0.0643,-0.0309,0.046,0.1001,0.0955,-0.1194,0.138,-0.0944,0.0765,0.0469,-0.1964,0.0705,-0.1954,0.1816,-0.0066,-0.1673,0.0755,-0.0906,0.1049,0.1042,0.1821,-0.0306,0.0811,0.151,0.4591,0.0831,-0.0151,-0.1376,0.0081,0.1255,0.009,-0.1035,-0.0096,-0.1361,-0.1073
0083,-0.1968,-0.0629,0.0472,-0.1974,0.0615,-0.0088,-0.2225,-0.0516,-0.1799,0.1124,-0.1642,0.1671,-0.0111,0.0794,-0.1661,-0.0921,0.1233,0.1699,0.0373,0.0218,0.0888,-0.0165,0.0688,0.2205,-0.0995,-0.0591,-0.2383,-0.1186,0.1355,-0.2552,-0.1188,0.087,-0.4072,0.061,0.1332,0.1097,-0.0332,0.061,0.1432,-0.1821,-0.0096,-0.0726,0.0652,0.1001,-0.0369,-0.1126,0.1407,-0.0301,-0.3154,0.082
0084,0.0438,-0.0915,0.066,-0.0414,-0.09,0.018,-0.0001,0.1655,-0.1694,0.0718,-0.0454,0.0227,0.0517,0.0639,-0.2507,0.0633,0.0467,0.1514,0.0974,0.0388,0.0634,-0.0611,0.0411,0.0931,0.0017,-0.0383,-0.0457,-0.1283,0.15,0.0667,-0.0811,0.1506,-0.1145,0.029,0.143,0.101,-0.028,-0.0278,0.0502,0.1903,0.0036,0.0141,-0.1371,0.0916,-0.0001,0.0246,-0.0947,-0.0202,-0.0512,0.0
0085,0.1086,-0.0423,0.0197,-0.0516,-0.0958,0.0307,-0.0965,0.2191,-0.0114,0.1175,0.0947,0.0758,0.1478,0.1112,-0.1528,0.0489,0.2406,0.0511,0.1383,-0.0068,0.2218,-0.1972,0.1668,0.1132,-0.0347,0.144,-0.0537,-0.1437,0.0834,0.2402,0.0578,0.0548,-0.0967,0.0514,0.016,0.1474,0.0015,0.0884,0.0475,0.1716,0.1034,-0.0147,0.0188,0.1326,0.1911,0.0389,-0.0455,-0.0084,-0.0551,0.0659
0086,-0.2174,-0.4977,-0.0195,0.0463,0.1409,0.0,0.1143,-0.1419,-0.0941,0.0431,0.024,-0.0126,-0.0668,0.0342,-0.0808,0.0646,-0.0428,0.0642,0.0414,-0.0397,-0.095,-0.1324,0.1274,0.008,-0.0195,-0.1837,-0.1625,-0.2086,0.1203,0.0548,-0.1216,-0.0667,-0.762,-0.0014,-0.0638,-0.0362,-0.2275,-0.051,-0.0386,0.2947,-0.0247,0.0778,-0.1684,-0.0175,0.0981,0.0133,-0.0966,0.034,-0.0111,-0.0265
0087,-0.1338,-0.0903,-0.0972,-0.3096,-0.0693,0.1281,0.0035,-0.1258,-0.1051,0.1196,-0.1747,0.002,-0.1562,0.0806,-0.0119,-0.0563,0.0461,-0.1567,0.0306,0.0801,0.0658,0.0138,-0.133,0.0158,-0.0127,-0.2048,-0.001,0.1116,0.1922,0.0821,0.0233,-0.078,-0.1885,-0.1086,0.0019,-0.0616,0.12,0.0475,0.036,0.3441,-0.0851,0.0239,-0.1535,0.0285,0.0463,-0.0653,-0.0055,-0.0047,-0.0824,-0.0081
0088,0.1943,-0.0731,0.1047,-0.1729,-0.05,0.1763,-0.0475,0.2758,-0.0472,0.289,0.1065,0.4215,0.2334,0.23,-0.2769,0.0384,0.209,0.0296,0.2257,0.3225,-0.1486,-0.0867,-0.0549,0.2056,-0.0503,-0.0791,0.2316,0.0286,0.2846,0.2571,-0.0967,0.2979,0.1266,0.1273,0.2559,0.0796,0.3404,0.2651,0.0933,0.466,-0.0231,-0.0376,-0.2999,0.0507,0.1942,-0.0288,0.0376,0.0536,-0.2338,-0.0795
0089,-0.2445,-0.0299,-0.0709,-0.2644,-0.1292,0.017,-0.0869,-0.4286,-0.3541,0.1834,-0.1088,0.186,0.2562,0.1232,-0.1441,0.1459,0.1169,-0.1296,0.1118,0.124,0.0057,0.0153,-0.0798,0.1174,-0.1148,0.0405,0.1942,0.0479,0.1129,0.0343,0.366,0.247,-0.6843,0.108,-0.0658,-0.0724,0.0576,0.1367,0.1095,0.3558,-0.0857,0.0796,-0.0641,0.3247,0.3484,-0.1377,0.1191,0.0962,-0.1628,-0.0244
0090,-0.1121,0.0376,0.0878,-0.2644,-0.1851,0.0933,-0.0921,-0.1171,-0.3487,0.1895,-0.0704,0.1706,0.3783,0.2142,-0.1819,0.0931,0.1881,0.1271,0.0412,0.06,0.417,-0.1009,0.2858,0.1888,-0.1968,0.2595,0.0598,0.067,0.014,0.0594,0.1611,0.1664,-0.9079,0.0228,-0.0197,-0.0589,0.0126,0.0311,0.0315,0.3275,0.078,0.0509,0.1486,0.1617,0.1256,-0.1228,-0.0014,0.0259,-0.0544,0.0775
0091,0.0258,0.0234,0.135,-0.1302,0.0198,-0.0177,0.0405,0.1445,-0.2279,0.1171,-0.1421,0.1793,0.0914,0.0618,-0.279,0.1657,0.2718,0.0877,0.0572,0.0196,0.1954,-0.0263,-0.0631,0.1274,-0.1072,0.188,-0.0564,-0.2588,-0.0211,-0.4454,0.2112,0.113,-0.2959,0.0,0.0519,0.0235,-0.0711,0.0613,0.0874,-0.0496,0.0698,0.1276,-0.1037,0.0961,0.119,-0.1431,-0.0049,0.0786,0.0369,0.1197
0092,-0.0812,-0.0044,0.008,-0.0442,0.1597,0.0399,-0.0132,-0.0623,-0.1959,-0.0392,-0.3535,0.1295,0.1735,0.1026,-0.3116,-0.0191,-0.0119,0.2145,0.0028,-0.0868,-0.06,-0.1814,0.1625,0.0526,-0.2184,-0.0971,-0.1127,-0.2599,0.1232,-0.0415,-0.3305,0.0702,-0.3459,-0.0474,0.1318,-0.0168,-0.2394,-0.0127,0.0741,-0.0159,-0.068,-0.0452,-0.1457,0.0102,0.0209,-0.0775,-0.0226,-0.026,-0.16,-0.0585
0093,0.0377,-0.3993,-0.0526,0.0051,0.0769,0.0327,-0.0081,0.039,-0.0515,0.1317,-0.0057,0.1623,0.5016,0.1055,-0.0532,0.0669,0.1131,0.1978,0.1762,0.1251,0.3098,0.0769,0.1881,0.1502,-0.0182,0.0953,-0.4618,0.0284,0.0608,0.1514,-0.1456,0.1914,-0.0559,0.0315,0.0008,0.0165,-0.0826,-0.0112,0.0841,0.1878,0.0147,-0.007,-0.0885,0.0583,0.2348,-0.0846,0.009,-0.017,-0.097,0.0769
0094,-0.3381,0.04,-0.0912,-0.1156,-0.1399,0.1686,-0.1213,-0.3606,-0.2261,0.07,-0.3777,0.1531,0.0619,0.1949,-0.2905,-0.0024,-0.0261,-0.062,0.0585,0.0732,0.1561,-0.0334,0.058,0.2295,-0.1982,0.1529,-0.1895,0.1218,0.1853,0.029,0.0689,0.2088,-1.2442,0.0695,-0.0538,-0.2261,0.1854,0.0898,0.1148,0.1795,-0.0726,0.1339,-0.015,0.2482,0.1693,-0.1729,0.1187,-0.0057,-0.1297,0.0174
0095,-0.4112,-0.0893,-0.0857,-0.1769,0.0851,0.0052,-0.1029,-0.5451,0.0018,0.1421,-0.1702,0.0955,-0.0267,0.1118,-0.2403,-0.1595,-0.073,-0.2689,0.0225,0.0808,-0.107,0.0083,-0.0541,0.157,-0.1364,-0.2322,-0.2883,-0.0501,0.092,-0.2936,-0.1162,-0.0562,-1.114,0.0871,0.0164,-0.1336,0.0067,0.0897,0.1448,0.0959,-0.0146,0.0317,-0.097,0.1317,-0.0096,-0.2391,0.0891,-0.0259,-0.3196,-0.0337
0096,-0.3372,-0.0966,-0.118,0.0703,0.0873,-0.0213,0.0784,-0.2752,-0.1086,0.0253,-0.1002,-0.1053,0.1906,-0.0913,-0.0029,-0.0236,-0.0445,0.0461,0.0038,0.0438,0.1252,0.0631,0.0563,-0.004,-0.103,-0.0093,-0.4588,-0.0777,0.0068,0.0385,-0.1754,0.0591,-0.847,-0.0978,-0.0711,-0.0484,-0.1331,-0.0741,-0.0076,0.2416,-0.001,0.0565,-0.1642,0.0539,0.1983,-0.0413,-0.0271,-0.0871,-0.0335,-0.1337
0097,-0.0898,-0.058,-0.061,-0.1723,0.1165,0.0305,-0.0153,-0.4579,0.0017,0.1028,-0.0708,0.0731,0.2148,0.1407,-0.4067,0.1525,0.2239,0.0124,0.1924,0.137,0.3058,-0.1818,-0.0324,0.14,-0.1299,0.204,-0.1609,0.0388,0.1103,0.1126,0.0448,0.1476,-0.9309,0.1622,-0.1237,-0.0792,0.155,0.1183,0.0791,0.4173,-0.0043,0.0823,0.1316,0.0128,0.1346,-0.0266,0.0447,0.0625,-0.1486,-0.0166
